Year,FlagOfRegistration,FlagOfRegistration Label,BeneficialOwnership,BeneficialOwnership Label,Dead weight tons in thousands,Dead weight tons in thousands Footnote,Percentage of total fleet,Percentage of total fleet Footnote,Number of ships,Number of ships Footnote
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2412,"Net food-exporting economies",2311.775,,15.59873,,172,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2413,"Net food-exporting developing economies",164.914,,1.11276,,5,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2414,"Net food-exporting transition economies",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2415,"Net food-exporting developed economies",2146.861,,14.48597,,167,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2416,"Major net food-exporting economies",2308.645,,15.57761,,171,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",242,"Fiji",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2420,"Net food-importing developing economies",2823.462,,19.05134,,37,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2421,"Net food-importing transition economies",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2422,"Net food-importing developed economies",9666.5,,65.22482,,336,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2423,"Major net food-importing economies",12025.615,,81.14298,,360,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",246,"Finland",11.05,,0.07456,,2,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",250,"France, metropolitan",3682.498,,24.8477,,43,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2508,"Industrialized economies (UNIDO)",13286.994,,89.65415,,518,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2509,"EIEs (Emerging Industrial Economies) (UNIDO)",1511.613,,10.19963,,26,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",251,"France",3682.498,,24.8477,,43,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2510,"Emerging markets",2985.246,,20.14298,,41,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2511,"Emerging markets: Africa",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2512,"Emerging markets: America",0.591,,0.00399,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2513,"Emerging markets: Asia",2984.655,,20.139,,40,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2514,"Emerging markets: Europe and Kazakhstan",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",258,"French Polynesia",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2611,"HIPCs (Heavily indebted poor countries) (IMF)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",262,"Djibouti",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2621,"High-income developing economies",2985.246,,20.14298,,41,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2622,"Middle-income developing economies",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2623,"Low-income developing economies",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2624,"Low-income economies (World Bank)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2625,"Lower-middle-income economies (World Bank)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2626,"Upper-middle-income economies (World Bank)",1201.266,,8.10556,,14,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2627,"High-income economies (World Bank)",13597.341,,91.74822,,530,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2628,"High-income OECD members (World Bank)",11813.361,,79.71079,,503,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2629,"High-income non OECD members (World Bank)",1783.98,,12.03743,,27,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",266,"Gabon",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",268,"Georgia",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",270,"Gambia",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2710,"BASIC",1040.073,,7.0179,,11,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",2711,"BRICS",1040.073,,7.0179,,11,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",276,"Germany",1017.015,,6.86232,,27,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",288,"Ghana",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",292,"Gibraltar",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",296,"Kiribati",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",300,"Greece",464.347,,3.13319,,13,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",304,"Greenland",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",308,"Grenada",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3101,"AMU (Arab Maghreb Union)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3102,"COMESA (Common Market for Eastern and Southern Africa)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3103,"ECCAS (Economic Community of Central African States)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3104,"ECOWAS (Economic Community of West African States)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3105,"MRU (Mano River Union)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3106,"SADC (Southern African Development Community)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3107,"CEMAC (Economic and Monetary Community of Central Africa)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3108,"WAEMU (West African Economic and Monetary Union)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3109,"CEPGL (Economic Community of the Great Lakes Countries)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3110,"EAC (East African Community)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3111,"SACU (Southern African Customs Union)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3112,"CEN-SAD (Community of Sahel-Saharan States)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3113,"IGAD (Intergovernmental Authority on Development)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3114,"United Nations member States",13021.693,,87.86403,,523,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",312,"Guadeloupe",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",316,"Guam",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",320,"Guatemala",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3201,"CAN (Andean Community)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3202,"CACM (Central American Common Market)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3203,"CARICOM (Caribbean Community)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3204,"FTAA (Free Trade Area of the Americas)",278.168,,1.87694,,51,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3205,"LAIA (Latin American Integration Association)",0.591,,0.00399,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3206,"NAFTA (North American Free Trade Agreement)",277.577,,1.87295,,50,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3207,"OECS (Organisation of Eastern Caribbean States)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3208,"MERCOSUR (Southern Common Market)",0.591,,0.00399,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3209,"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3210,"UNASUR (Union of South American Nations)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3211,"ACS (Association of Caribbean States)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",324,"Guinea",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",328,"Guyana",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3301,"ASEAN (Association of Southeast Asian Nations)",160.866,,1.08545,,6,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3302,"APTA (Asia-Pacific Trade Agreement)",1039.482,,7.01392,,10,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3303,"GCC (The Cooperation Council for the Arab States of the Gulf)",0.2,,0.00135,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3304,"SAARC (South Asian Association for Regional Cooperation)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",1200.348,,8.09936,,16,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3306,"ECO (Economic Cooperation Organization)",7.193,,0.04853,,2,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3307,"African Union",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3310,"ADB (African Development Bank), developing member countries",1193.482,,8.05303,,11,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3311,"ADB: Group A",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3312,"ADB: Group B",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3313,"ADB: Group C",1193.482,,8.05303,,11,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",332,"Haiti",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3320,"ECA (Economic Commission for Africa)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3321,"ECA: North Africa",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3322,"ECA: East Africa",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3323,"ECA: Central Africa",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3324,"ECA: Southern Africa",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3325,"ECA: West Africa",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3330,"ECLAC (Economic Commission for Latin America and the Caribbean)",0.591,,0.00399,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3331,"ECLAC: Caribbean",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3332,"ECLAC: Latin America",0.591,,0.00399,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3340,"ESCAP (Economic and Social Commission for Asia and the Pacific)",1207.541,,8.1479,,18,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3341,"ESCAP: Africa",3.13,,0.02112,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3342,"ESCAP: Latin America",0.591,,0.00399,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3343,"ESCAP: Europe",11535.784,,77.83784,,453,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3344,"ESCAP: East and North-East Asia (ENEA)",1039.482,,7.01392,,10,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3345,"ESCAP: North and Central Asia",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3346,"ESCAP: South and South-West Asia",7.193,,0.04853,,2,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3347,"ESCAP: Pacific",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3348,"ESCAP: Pacific island developing economies (PIDE)",1039.482,,7.01392,,10,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3349,"ESCAP: Other area",0.2,,0.00135,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3350,"ESCAP: East and North-East Asia, incl. the Russian Federation",1039.482,,7.01392,,10,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3355,"UNECE (Economic Commission for Europe)",11820.554,,79.75933,,505,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3360,"UNECE: Eastern Europe, Caucasus and Central Asia",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3361,"UNECE: West Balkans",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3370,"ESCWA (Economic and Social Commission for Western Asia)",0.2,,0.00135,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3371,"ESCWA: Arab countries",0.2,,0.00135,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",340,"Honduras",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3401,"EFTA (European Free Trade Association)",890.116,,6.00607,,47,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3402,"EU25 (European Union 2004 … 2007)",10645.668,,71.83177,,406,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3404,"EU15 (European Union 1995 … 2004)",10645.668,,71.83177,,406,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3406,"Euro area",5687.375,,38.37563,,139,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3408,"EU27 (European Union 2007 … 2013)",10645.668,,71.83177,,406,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3410,"EU28 (European Union 2013 … 2020)",10645.668,,71.83177,,406,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3411,"CEFTA (Central European Free Trade Agreement)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3412,"European Union (2020 …)",7121.902,,48.05512,,187,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",344,"China, Hong Kong SAR",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3501,"MSG (Melanesian Spearhead Group)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",352,"Iceland",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",356,"India",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",360,"Indonesia",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3601,"Northern America and Europe",11813.361,,79.71079,,503,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3602,"Central and Southern Asia",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3603,"Eastern and South-Eastern Asia",2977.262,,20.08911,,37,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3604,"Western Asia and Northern Africa",7.393,,0.04988,,3,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",364,"Iran (Islamic Republic of)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",368,"Iraq",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",372,"Ireland",5.794,,0.0391,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",376,"Israel",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",380,"Italy",112.724,,0.76061,,7,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",384,"Côte d'Ivoire",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",388,"Jamaica",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3901,"APEC (Asia-Pacific Economic Cooperation)",3254.839,,21.96206,,87,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3903,"CIS (Commonwealth of Independent States)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3905,"OECD (Organisation for Economic Cooperation and Development)",11820.554,,79.75933,,505,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3906,"OPEC (Organization of the Petroleum Exporting Countries)",0.2,,0.00135,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3907,"ACP (African, Caribbean and Pacific Group of States)",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3908,"LAS (League of Arab States)",0.2,,0.00135,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3909,"OIC (Organisation of Islamic Cooperation)",161.393,,1.089,,4,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3910,"OAS (Organization of American States)",278.168,,1.87694,,51,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3912,"G7 (Group of Seven)",8613.58,,58.12023,,346,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3913,"G8 (Group of Eight)",8613.58,,58.12023,,346,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3916,"G20 (Group of Twenty)",11970.511,,80.77116,,469,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3919,"G-77 (Group of 77)",1201.139,,8.1047,,18,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",392,"Japan",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3921,"GSTP (Global System of Trade Preferences among Developing Countries)",161.457,,1.08943,,7,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3922,"GSTP: Africa",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3923,"GSTP: Latin America",0.591,,0.00399,,1,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3924,"GSTP: Asia",160.866,,1.08545,,6,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3932,"TPP (Trans-Pacific Partnership)",160.866,,1.08545,,6,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3940,"ACP: Africa",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3941,"ACP: Western Africa",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3942,"ACP: Eastern Africa",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3943,"ACP: Central Africa",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3944,"ACP: Southern Africa",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3945,"ACP: Caribbean",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3946,"ACP: Pacific",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3947,"ACP: LDCs",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3948,"ACP: LLDCs",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3949,"ACP: islands states",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",3950,"ACP: Northern Africa",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",398,"Kazakhstan",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",400,"Jordan",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",404,"Kenya",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",408,"Korea, Dem. People's Rep. of",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",410,"Korea, Republic of",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",414,"Kuwait",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",418,"Lao People's Dem. Rep.",0,,0,,0,
2016,826,"United Kingdom excl. Channel Islands and Isle of Man",422,"Lebanon",0,,0,,0,
