,Year,FlagOfRegistration,FlagOfRegistration Label,BeneficialOwnership,BeneficialOwnership Label,Dead weight tons in thousands,Percentage of total fleet,Number of ships
26973,2017,300,Greece,3940,ACP: Africa,0.0,0.0,0
26974,2017,300,Greece,3941,ACP: Western Africa,0.0,0.0,0
26975,2017,300,Greece,3942,ACP: Eastern Africa,0.0,0.0,0
26976,2017,300,Greece,3943,ACP: Central Africa,0.0,0.0,0
26977,2017,300,Greece,3944,ACP: Southern Africa,0.0,0.0,0
26978,2017,300,Greece,3945,ACP: Caribbean,0.0,0.0,0
26979,2017,300,Greece,3946,ACP: Pacific,1.141,0.00159,1
26980,2017,300,Greece,3947,ACP: LDCs,0.0,0.0,0
26981,2017,300,Greece,3948,ACP: LLDCs,0.0,0.0,0
26982,2017,300,Greece,3949,ACP: islands states,0.0,0.0,0
26983,2017,300,Greece,3950,ACP: Northern Africa,0.0,0.0,0
26984,2017,300,Greece,398,Kazakhstan,0.0,0.0,0
26985,2017,300,Greece,400,Jordan,0.0,0.0,0
26986,2017,300,Greece,404,Kenya,0.0,0.0,0
26987,2017,300,Greece,408,"Korea, Dem. People's Rep. of",0.0,0.0,0
26988,2017,300,Greece,410,"Korea, Republic of",0.0,0.0,0
26989,2017,300,Greece,414,Kuwait,0.0,0.0,0
26990,2017,300,Greece,418,Lao People's Dem. Rep.,0.0,0.0,0
26991,2017,300,Greece,422,Lebanon,0.0,0.0,0
26992,2017,300,Greece,428,Latvia,0.0,0.0,0
26993,2017,300,Greece,430,Liberia,0.0,0.0,0
26994,2017,300,Greece,434,Libya,0.0,0.0,0
26995,2017,300,Greece,438,Liechtenstein,0.0,0.0,0
26996,2017,300,Greece,440,Lithuania,0.0,0.0,0
26997,2017,300,Greece,442,Luxembourg,0.0,0.0,0
26998,2017,300,Greece,446,"China, Macao SAR",0.0,0.0,0
26999,2017,300,Greece,450,Madagascar,0.0,0.0,0
27000,2017,300,Greece,458,Malaysia,0.0,0.0,0
27001,2017,300,Greece,462,Maldives,0.0,0.0,0
27002,2017,300,Greece,470,Malta,0.0,0.0,0
27003,2017,300,Greece,474,Martinique,0.0,0.0,0
27004,2017,300,Greece,478,Mauritania,0.0,0.0,0
27005,2017,300,Greece,480,Mauritius,0.0,0.0,0
27006,2017,300,Greece,484,Mexico,0.0,0.0,0
27007,2017,300,Greece,492,Monaco,3122.421,4.34408,11
27008,2017,300,Greece,496,Mongolia,0.0,0.0,0
27009,2017,300,Greece,498,"Moldova, Republic of",0.0,0.0,0
27010,2017,300,Greece,499,Montenegro,0.0,0.0,0
27011,2017,300,Greece,504,Morocco,0.0,0.0,0
27012,2017,300,Greece,508,Mozambique,0.0,0.0,0
27013,2017,300,Greece,5100,Africa,5.5,0.00765,1
27014,2017,300,Greece,5110,Northern Africa,5.5,0.00765,1
27015,2017,300,Greece,512,Oman,0.0,0.0,0
27016,2017,300,Greece,5120,Sub-Saharan Africa,0.0,0.0,0
27017,2017,300,Greece,5121,Eastern Africa,0.0,0.0,0
27018,2017,300,Greece,5122,Middle Africa,0.0,0.0,0
27019,2017,300,Greece,5123,Southern Africa,0.0,0.0,0
27020,2017,300,Greece,5124,Western Africa,0.0,0.0,0
27021,2017,300,Greece,516,Namibia,0.0,0.0,0
27022,2017,300,Greece,5200,America,1.735,0.00241,1
27023,2017,300,Greece,5210,Northern America,1.735,0.00241,1
27024,2017,300,Greece,5220,Latin America and the Caribbean,0.0,0.0,0
27025,2017,300,Greece,5221,Caribbean,0.0,0.0,0
27026,2017,300,Greece,5222,Central America,0.0,0.0,0
27027,2017,300,Greece,5223,South America,0.0,0.0,0
27028,2017,300,Greece,528,Netherlands,0.0,0.0,0
27029,2017,300,Greece,5300,Asia,790.189,1.09935,12
27030,2017,300,Greece,531,Curaçao,0.0,0.0,0
27031,2017,300,Greece,5310,Central Asia,0.0,0.0,0
27032,2017,300,Greece,5320,Southern Asia,0.0,0.0,0
27033,2017,300,Greece,533,Aruba,0.0,0.0,0
27034,2017,300,Greece,5330,Eastern Asia,0.0,0.0,0
27035,2017,300,Greece,5340,Western Asia,790.189,1.09935,12
27036,2017,300,Greece,535,"Bonaire, Sint Eustatius and Saba",0.0,0.0,0
27037,2017,300,Greece,5350,South-eastern Asia,0.0,0.0,0
27038,2017,300,Greece,540,New Caledonia,0.0,0.0,0
27039,2017,300,Greece,5400,Europe,71059.481,98.86178,748
27040,2017,300,Greece,5410,Eastern Europe,2.47,0.00344,2
27041,2017,300,Greece,5420,Northern Europe,481.656,0.67011,8
27042,2017,300,Greece,5430,Southern Europe,64060.32,89.12417,707
27043,2017,300,Greece,5440,Western Europe,6515.035,9.06407,31
27044,2017,300,Greece,548,Vanuatu,0.0,0.0,0
27045,2017,300,Greece,5500,Oceania,1.141,0.00159,1
27046,2017,300,Greece,554,New Zealand,0.0,0.0,0
27047,2017,300,Greece,558,Nicaragua,0.0,0.0,0
27048,2017,300,Greece,5600,Asia and Oceania,791.33,1.10094,13
27049,2017,300,Greece,566,Nigeria,0.0,0.0,0
27050,2017,300,Greece,579,Norway,0.0,0.0,0
27051,2017,300,Greece,580,Northern Mariana Islands,0.0,0.0,0
27052,2017,300,Greece,583,Micronesia (Federated States of),0.0,0.0,0
27053,2017,300,Greece,584,Marshall Islands,1.141,0.00159,1
27054,2017,300,Greece,585,Palau,0.0,0.0,0
27055,2017,300,Greece,586,Pakistan,0.0,0.0,0
27056,2017,300,Greece,591,Panama,0.0,0.0,0
27057,2017,300,Greece,598,Papua New Guinea,0.0,0.0,0
27058,2017,300,Greece,600,Paraguay,0.0,0.0,0
27059,2017,300,Greece,604,Peru,0.0,0.0,0
27060,2017,300,Greece,608,Philippines,0.0,0.0,0
27061,2017,300,Greece,616,Poland,0.0,0.0,0
27062,2017,300,Greece,620,Portugal,0.0,0.0,0
27063,2017,300,Greece,624,Guinea-Bissau,0.0,0.0,0
27064,2017,300,Greece,626,Timor-Leste,0.0,0.0,0
27065,2017,300,Greece,634,Qatar,783.722,1.09036,9
27066,2017,300,Greece,638,Réunion,0.0,0.0,0
27067,2017,300,Greece,642,Romania,0.0,0.0,0
27068,2017,300,Greece,643,Russian Federation,0.0,0.0,0
27069,2017,300,Greece,652,Saint Barthélemy,0.0,0.0,0
27070,2017,300,Greece,654,Saint Helena,0.0,0.0,0
27071,2017,300,Greece,659,Saint Kitts and Nevis,0.0,0.0,0
27072,2017,300,Greece,660,Anguilla,0.0,0.0,0
27073,2017,300,Greece,662,Saint Lucia,0.0,0.0,0
27074,2017,300,Greece,666,Saint Pierre and Miquelon,0.0,0.0,0
27075,2017,300,Greece,670,Saint Vincent and the Grenadines,0.0,0.0,0
27076,2017,300,Greece,678,Sao Tome and Principe,0.0,0.0,0
27077,2017,300,Greece,682,Saudi Arabia,0.0,0.0,0
27078,2017,300,Greece,686,Senegal,0.0,0.0,0
27079,2017,300,Greece,690,Seychelles,0.0,0.0,0
27080,2017,300,Greece,694,Sierra Leone,0.0,0.0,0
27081,2017,300,Greece,702,Singapore,0.0,0.0,0
27082,2017,300,Greece,704,Viet Nam,0.0,0.0,0
27083,2017,300,Greece,705,Slovenia,0.0,0.0,0
27084,2017,300,Greece,706,Somalia,0.0,0.0,0
27085,2017,300,Greece,710,South Africa,0.0,0.0,0
27086,2017,300,Greece,724,Spain,0.0,0.0,0
27087,2017,300,Greece,729,Sudan,0.0,0.0,0
27088,2017,300,Greece,740,Suriname,0.0,0.0,0
27089,2017,300,Greece,752,Sweden,0.0,0.0,0
27090,2017,300,Greece,756,Switzerland,0.0,0.0,0
27091,2017,300,Greece,757,"Switzerland, Liechtenstein",0.0,0.0,0
27092,2017,300,Greece,760,Syrian Arab Republic,3.171,0.00441,1
27093,2017,300,Greece,764,Thailand,0.0,0.0,0
27094,2017,300,Greece,768,Togo,0.0,0.0,0
27095,2017,300,Greece,772,Tokelau,0.0,0.0,0
27096,2017,300,Greece,776,Tonga,0.0,0.0,0
27097,2017,300,Greece,780,Trinidad and Tobago,0.0,0.0,0
27098,2017,300,Greece,784,United Arab Emirates,0.0,0.0,0
27099,2017,300,Greece,788,Tunisia,0.0,0.0,0
27100,2017,300,Greece,792,Turkey,3.296,0.00459,2
27101,2017,300,Greece,795,Turkmenistan,0.0,0.0,0
27102,2017,300,Greece,796,Turks and Caicos Islands,0.0,0.0,0
27103,2017,300,Greece,798,Tuvalu,0.0,0.0,0
27104,2017,300,Greece,804,Ukraine,2.47,0.00344,2
27105,2017,300,Greece,818,Egypt,5.5,0.00765,1
27106,2017,300,Greece,830,Channel Islands,0.0,0.0,0
27107,2017,300,Greece,834,"Tanzania, United Republic of",0.0,0.0,0
27108,2017,300,Greece,841,United States of America including Puerto Rico,1.735,0.00241,1
27109,2017,300,Greece,842,United States of America,1.735,0.00241,1
27110,2017,300,Greece,850,United States Virgin Islands,0.0,0.0,0
27111,2017,300,Greece,858,Uruguay,0.0,0.0,0
27112,2017,300,Greece,862,Venezuela (Bolivarian Rep. of),0.0,0.0,0
27113,2017,300,Greece,876,Wallis and Futuna Islands,0.0,0.0,0
27114,2017,300,Greece,882,Samoa,0.0,0.0,0
27115,2017,300,Greece,887,Yemen,0.0,0.0,0
27116,2017,300,Greece,926,United Kingdom,481.656,0.67011,8
27117,2017,344,"China, Hong Kong SAR",0000,World,173491.27,100.0,2310
27118,2017,344,"China, Hong Kong SAR",0000u,World n.e.s.,0.0,0.0,0
27119,2017,344,"China, Hong Kong SAR",008,Albania,0.0,0.0,0
27120,2017,344,"China, Hong Kong SAR",012,Algeria,0.0,0.0,0
27121,2017,344,"China, Hong Kong SAR",016,American Samoa,0.0,0.0,0
27122,2017,344,"China, Hong Kong SAR",024,Angola,0.0,0.0,0
27123,2017,344,"China, Hong Kong SAR",028,Antigua and Barbuda,0.0,0.0,0
27124,2017,344,"China, Hong Kong SAR",031,Azerbaijan,0.0,0.0,0
27125,2017,344,"China, Hong Kong SAR",032,Argentina,0.0,0.0,0
27126,2017,344,"China, Hong Kong SAR",036,Australia,282.98,0.16311,2
27127,2017,344,"China, Hong Kong SAR",040,Austria,0.0,0.0,0
27128,2017,344,"China, Hong Kong SAR",044,Bahamas,0.0,0.0,0
27129,2017,344,"China, Hong Kong SAR",048,Bahrain,0.0,0.0,0
27130,2017,344,"China, Hong Kong SAR",050,Bangladesh,0.0,0.0,0
27131,2017,344,"China, Hong Kong SAR",052,Barbados,0.0,0.0,0
27132,2017,344,"China, Hong Kong SAR",056,Belgium,2624.017,1.51248,44
27133,2017,344,"China, Hong Kong SAR",060,Bermuda,7741.825,4.46237,65
27134,2017,344,"China, Hong Kong SAR",068,Bolivia (Plurinational State of),0.0,0.0,0
27135,2017,344,"China, Hong Kong SAR",076,Brazil,0.0,0.0,0
27136,2017,344,"China, Hong Kong SAR",084,Belize,0.0,0.0,0
27137,2017,344,"China, Hong Kong SAR",090,Solomon Islands,0.0,0.0,0
27138,2017,344,"China, Hong Kong SAR",092,British Virgin Islands,0.0,0.0,0
27139,2017,344,"China, Hong Kong SAR",096,Brunei Darussalam,0.0,0.0,0
27140,2017,344,"China, Hong Kong SAR",100,Bulgaria,0.0,0.0,0
27141,2017,344,"China, Hong Kong SAR",104,Myanmar,0.0,0.0,0
27142,2017,344,"China, Hong Kong SAR",1100,Developed economies,37661.205,21.70784,425
27143,2017,344,"China, Hong Kong SAR",1120,Developed economies: America,13651.961,7.86896,142
27144,2017,344,"China, Hong Kong SAR",1130,Developed economies: Asia,2984.218,1.7201,66
27145,2017,344,"China, Hong Kong SAR",1140,Developed economies: Europe,20742.046,11.95567,215
27146,2017,344,"China, Hong Kong SAR",1150,Developed economies: Oceania,282.98,0.16311,2
27147,2017,344,"China, Hong Kong SAR",116,Cambodia,0.0,0.0,0
27148,2017,344,"China, Hong Kong SAR",120,Cameroon,0.0,0.0,0
27149,2017,344,"China, Hong Kong SAR",1200,Developing economies,135822.558,78.28783,1884
27150,2017,344,"China, Hong Kong SAR",1210,Developing economies: Africa,652.572,0.37614,12
27151,2017,344,"China, Hong Kong SAR",1220,Developing economies: America,205.236,0.1183,1
27152,2017,344,"China, Hong Kong SAR",1230,Developing economies: Asia,134964.75,77.7934,1871
27153,2017,344,"China, Hong Kong SAR",124,Canada,1608.642,0.92722,11
27154,2017,344,"China, Hong Kong SAR",1250,Developing economies: Oceania,0.0,0.0,0
27155,2017,344,"China, Hong Kong SAR",1300,Transition economies,7.507,0.00433,1
27156,2017,344,"China, Hong Kong SAR",132,Cabo Verde,0.0,0.0,0
27157,2017,344,"China, Hong Kong SAR",136,Cayman Islands,0.0,0.0,0
27158,2017,344,"China, Hong Kong SAR",144,Sri Lanka,0.0,0.0,0
27159,2017,344,"China, Hong Kong SAR",152,Chile,0.0,0.0,0
27160,2017,344,"China, Hong Kong SAR",156,China,51356.39,29.60171,722
27161,2017,344,"China, Hong Kong SAR",158,"China, Taiwan Province of",3157.322,1.81987,58
27162,2017,344,"China, Hong Kong SAR",170,Colombia,0.0,0.0,0
27163,2017,344,"China, Hong Kong SAR",174,Comoros,0.0,0.0,0
27164,2017,344,"China, Hong Kong SAR",175,Mayotte,0.0,0.0,0
27165,2017,344,"China, Hong Kong SAR",178,Congo,0.0,0.0,0
27166,2017,344,"China, Hong Kong SAR",180,"Congo, Dem. Rep. of the",0.0,0.0,0
27167,2017,344,"China, Hong Kong SAR",184,Cook Islands,0.0,0.0,0
27168,2017,344,"China, Hong Kong SAR",188,Costa Rica,0.0,0.0,0
27169,2017,344,"China, Hong Kong SAR",191,Croatia,0.0,0.0,0
27170,2017,344,"China, Hong Kong SAR",192,Cuba,0.0,0.0,0
27171,2017,344,"China, Hong Kong SAR",196,Cyprus,851.385,0.49074,13
27172,2017,344,"China, Hong Kong SAR",204,Benin,0.0,0.0,0
27173,2017,344,"China, Hong Kong SAR",208,Denmark,3419.303,1.97088,51
27174,2017,344,"China, Hong Kong SAR",2101,Developed economies: Asia and Oceania,3267.198,1.88321,68
27175,2017,344,"China, Hong Kong SAR",2102,Developing economies: Asia and Oceania,134964.75,77.7934,1871
27176,2017,344,"China, Hong Kong SAR",2116,Sub-Saharan Africa excluding South Africa,0.0,0.0,0
27177,2017,344,"China, Hong Kong SAR",2117,Africa excluding South Africa,115.567,0.06661,1
27178,2017,344,"China, Hong Kong SAR",212,Dominica,0.0,0.0,0
27179,2017,344,"China, Hong Kong SAR",214,Dominican Republic,0.0,0.0,0
27180,2017,344,"China, Hong Kong SAR",2160,Developing economies excluding China,84466.168,48.68612,1162
27181,2017,344,"China, Hong Kong SAR",2161,Developing economies excluding LDCs,135822.558,78.28783,1884
27182,2017,344,"China, Hong Kong SAR",218,Ecuador,0.0,0.0,0
27183,2017,344,"China, Hong Kong SAR",2200,M49 developing regions,135822.558,78.28783,1884
27184,2017,344,"China, Hong Kong SAR",2205,M49 developed regions,37668.712,21.71217,426
27185,2017,344,"China, Hong Kong SAR",2210,LDCs (Least developed countries),0.0,0.0,0
27186,2017,344,"China, Hong Kong SAR",2211,LDCs: Africa and Haiti,0.0,0.0,0
27187,2017,344,"China, Hong Kong SAR",2213,LDCs: Asia,0.0,0.0,0
27188,2017,344,"China, Hong Kong SAR",2216,LDCs: Islands,0.0,0.0,0
27189,2017,344,"China, Hong Kong SAR",222,El Salvador,0.0,0.0,0
27190,2017,344,"China, Hong Kong SAR",2220,LLDCs (Landlocked developing countries),0.0,0.0,0
27191,2017,344,"China, Hong Kong SAR",2221,LDCs: Africa,0.0,0.0,0
27192,2017,344,"China, Hong Kong SAR",2222,LDCs: Islands and Haiti,0.0,0.0,0
27193,2017,344,"China, Hong Kong SAR",2230,SIDS (Small island developing States) (UNCTAD),0.0,0.0,0
27194,2017,344,"China, Hong Kong SAR",2231,SIDS: Atlantic and Indian Ocean,0.0,0.0,0
27195,2017,344,"China, Hong Kong SAR",2232,SIDS: Caribbean,0.0,0.0,0
27196,2017,344,"China, Hong Kong SAR",2233,SIDS: Pacific,0.0,0.0,0
27197,2017,344,"China, Hong Kong SAR",2250,SIDS (Small island developing States) (UN-OHRLLS),13288.185,7.65928,171
27198,2017,344,"China, Hong Kong SAR",226,Equatorial Guinea,0.0,0.0,0
27199,2017,344,"China, Hong Kong SAR",231,Ethiopia,0.0,0.0,0
27200,2017,344,"China, Hong Kong SAR",232,Eritrea,0.0,0.0,0
27201,2017,344,"China, Hong Kong SAR",233,Estonia,0.0,0.0,0
27202,2017,344,"China, Hong Kong SAR",234,Faroe Islands,0.0,0.0,0
27203,2017,344,"China, Hong Kong SAR",2370,Selected exporters of petroleum,176.563,0.10177,3
27204,2017,344,"China, Hong Kong SAR",2371,Selected exporters of manufactured goods,133820.392,77.13379,1846
27205,2017,344,"China, Hong Kong SAR",2372,Selected exporters of manufactured goods and primary commodities,55566.741,32.02855,809
27206,2017,344,"China, Hong Kong SAR",2373,Selected exporters of agricultural products,0.0,0.0,0
27207,2017,344,"China, Hong Kong SAR",2374,Selected exporters of minerals and mining products,0.0,0.0,0
27208,2017,344,"China, Hong Kong SAR",2376,Selected LIFDC (Low-income food-deficit countries),52.191,0.03008,1
27209,2017,344,"China, Hong Kong SAR",2378,LIFDC (Low-income food-deficit countries) (FAO),52.191,0.03008,1
27210,2017,344,"China, Hong Kong SAR",238,Falkland Islands (Malvinas),0.0,0.0,0
27211,2017,344,"China, Hong Kong SAR",2411,Net food-importing economies,154388.39,88.98914,2078
27212,2017,344,"China, Hong Kong SAR",2412,Net food-exporting economies,19102.88,11.01086,232
27213,2017,344,"China, Hong Kong SAR",2413,Net food-exporting developing economies,1077.286,0.62095,24
27214,2017,344,"China, Hong Kong SAR",2414,Net food-exporting transition economies,0.0,0.0,0
27215,2017,344,"China, Hong Kong SAR",2415,Net food-exporting developed economies,18025.594,10.38991,208
27216,2017,344,"China, Hong Kong SAR",2416,Major net food-exporting economies,18897.644,10.89256,231
27217,2017,344,"China, Hong Kong SAR",242,Fiji,0.0,0.0,0
27218,2017,344,"China, Hong Kong SAR",2420,Net food-importing developing economies,134745.272,77.66689,1860
27219,2017,344,"China, Hong Kong SAR",2421,Net food-importing transition economies,7.507,0.00433,1
27220,2017,344,"China, Hong Kong SAR",2422,Net food-importing developed economies,19635.611,11.31792,217
27221,2017,344,"China, Hong Kong SAR",2423,Major net food-importing economies,144490.747,83.28416,1979
27222,2017,344,"China, Hong Kong SAR",246,Finland,0.0,0.0,0
27223,2017,344,"China, Hong Kong SAR",250,"France, metropolitan",0.0,0.0,0
27224,2017,344,"China, Hong Kong SAR",2508,Industrialized economies (UNIDO),118704.513,68.42103,1527
27225,2017,344,"China, Hong Kong SAR",2509,EIEs (Emerging Industrial Economies) (UNIDO),54437.747,31.3778,780
27226,2017,344,"China, Hong Kong SAR",251,France,4160.928,2.39835,14
27227,2017,344,"China, Hong Kong SAR",2510,Emerging markets,135455.334,78.07617,1881
27228,2017,344,"China, Hong Kong SAR",2511,Emerging markets: Africa,537.005,0.30953,11
27229,2017,344,"China, Hong Kong SAR",2512,Emerging markets: America,0.0,0.0,0
27230,2017,344,"China, Hong Kong SAR",2513,Emerging markets: Asia,134910.822,77.76231,1869
27231,2017,344,"China, Hong Kong SAR",2514,Emerging markets: Europe and Kazakhstan,7.507,0.00433,1
27232,2017,344,"China, Hong Kong SAR",258,French Polynesia,0.0,0.0,0
27233,2017,344,"China, Hong Kong SAR",2611,HIPCs (Heavily indebted poor countries) (IMF),0.0,0.0,0
27234,2017,344,"China, Hong Kong SAR",262,Djibouti,0.0,0.0,0
27235,2017,344,"China, Hong Kong SAR",2621,High-income developing economies,135523.544,78.11548,1876
27236,2017,344,"China, Hong Kong SAR",2622,Middle-income developing economies,299.014,0.17235,8
27237,2017,344,"China, Hong Kong SAR",2623,Low-income developing economies,0.0,0.0,0
27238,2017,344,"China, Hong Kong SAR",2624,Low-income economies (World Bank),0.0,0.0,0
27239,2017,344,"China, Hong Kong SAR",2625,Lower-middle-income economies (World Bank),183.447,0.10574,7
27240,2017,344,"China, Hong Kong SAR",2626,Upper-middle-income economies (World Bank),52249.763,30.11665,742
27241,2017,344,"China, Hong Kong SAR",2627,High-income economies (World Bank),121058.06,69.77761,1561
27242,2017,344,"China, Hong Kong SAR",2628,High-income OECD members (World Bank),29913.012,17.2418,369
27243,2017,344,"China, Hong Kong SAR",2629,High-income non OECD members (World Bank),91145.048,52.53581,1192
27244,2017,344,"China, Hong Kong SAR",266,Gabon,0.0,0.0,0
27245,2017,344,"China, Hong Kong SAR",268,Georgia,0.0,0.0,0
27246,2017,344,"China, Hong Kong SAR",270,Gambia,0.0,0.0,0
27247,2017,344,"China, Hong Kong SAR",2710,BASIC,51945.586,29.94133,734
27248,2017,344,"China, Hong Kong SAR",2711,BRICS,51953.093,29.94565,735
27249,2017,344,"China, Hong Kong SAR",276,Germany,1342.495,0.77381,20
27250,2017,344,"China, Hong Kong SAR",288,Ghana,0.0,0.0,0
27251,2017,344,"China, Hong Kong SAR",292,Gibraltar,0.0,0.0,0
27252,2017,344,"China, Hong Kong SAR",296,Kiribati,0.0,0.0,0
27253,2017,344,"China, Hong Kong SAR",300,Greece,1304.433,0.75187,21
27254,2017,344,"China, Hong Kong SAR",304,Greenland,0.0,0.0,0
27255,2017,344,"China, Hong Kong SAR",308,Grenada,0.0,0.0,0
27256,2017,344,"China, Hong Kong SAR",3101,AMU (Arab Maghreb Union),115.567,0.06661,1
27257,2017,344,"China, Hong Kong SAR",3102,COMESA (Common Market for Eastern and Southern Africa),115.567,0.06661,1
27258,2017,344,"China, Hong Kong SAR",3103,ECCAS (Economic Community of Central African States),0.0,0.0,0
27259,2017,344,"China, Hong Kong SAR",3104,ECOWAS (Economic Community of West African States),0.0,0.0,0
27260,2017,344,"China, Hong Kong SAR",3105,MRU (Mano River Union),0.0,0.0,0
27261,2017,344,"China, Hong Kong SAR",3106,SADC (Southern African Development Community),537.005,0.30953,11
27262,2017,344,"China, Hong Kong SAR",3107,CEMAC (Economic and Monetary Community of Central Africa),0.0,0.0,0
27263,2017,344,"China, Hong Kong SAR",3108,WAEMU (West African Economic and Monetary Union),0.0,0.0,0
27264,2017,344,"China, Hong Kong SAR",3109,CEPGL (Economic Community of the Great Lakes Countries),0.0,0.0,0
27265,2017,344,"China, Hong Kong SAR",3110,EAC (East African Community),0.0,0.0,0
27266,2017,344,"China, Hong Kong SAR",3111,SACU (Southern African Customs Union),537.005,0.30953,11
27267,2017,344,"China, Hong Kong SAR",3112,CEN-SAD (Community of Sahel-Saharan States),115.567,0.06661,1
27268,2017,344,"China, Hong Kong SAR",3113,IGAD (Intergovernmental Authority on Development),0.0,0.0,0
27269,2017,344,"China, Hong Kong SAR",3114,United Nations member States,89936.584,51.83926,1256
27270,2017,344,"China, Hong Kong SAR",312,Guadeloupe,0.0,0.0,0
27271,2017,344,"China, Hong Kong SAR",316,Guam,0.0,0.0,0
27272,2017,344,"China, Hong Kong SAR",320,Guatemala,0.0,0.0,0
27273,2017,344,"China, Hong Kong SAR",3201,CAN (Andean Community),0.0,0.0,0
27274,2017,344,"China, Hong Kong SAR",3202,CACM (Central American Common Market),0.0,0.0,0
27275,2017,344,"China, Hong Kong SAR",3203,CARICOM (Caribbean Community),0.0,0.0,0
27276,2017,344,"China, Hong Kong SAR",3204,FTAA (Free Trade Area of the Americas),6115.372,3.52489,78
27277,2017,344,"China, Hong Kong SAR",3205,LAIA (Latin American Integration Association),205.236,0.1183,1
27278,2017,344,"China, Hong Kong SAR",3206,NAFTA (North American Free Trade Agreement),5910.136,3.40659,77
27279,2017,344,"China, Hong Kong SAR",3207,OECS (Organisation of Eastern Caribbean States),0.0,0.0,0
27280,2017,344,"China, Hong Kong SAR",3208,MERCOSUR (Southern Common Market),0.0,0.0,0
27281,2017,344,"China, Hong Kong SAR",3209,ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty),0.0,0.0,0
27282,2017,344,"China, Hong Kong SAR",3210,UNASUR (Union of South American Nations),0.0,0.0,0
27283,2017,344,"China, Hong Kong SAR",3211,ACS (Association of Caribbean States),205.236,0.1183,1
27284,2017,344,"China, Hong Kong SAR",324,Guinea,0.0,0.0,0
27285,2017,344,"China, Hong Kong SAR",328,Guyana,0.0,0.0,0
